IPR003958	Transcription factor CBF/NF-Y/archaeal histone domain
IPR005381	Zinc finger-XS domain
IPR005380	XS domain
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR001509	NAD-dependent epimerase/dehydratase
IPR012419	Cas1p 10 TM acyl transferase domain

IPR012900	G-box binding protein, multifunctional mosaic region
IPR004827	Basic-leucine zipper domain
IPR004827	Basic-leucine zipper domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR005679	Ribosomal protein S12, bacterial-type
IPR006032	Ribosomal protein S12/S23
IPR006032	Ribosomal protein S12/S23
IPR006032	Ribosomal protein S12/S23
IPR006032	Ribosomal protein S12/S23
IPR006032	Ribosomal protein S12/S23
IPR006032	Ribosomal protein S12/S23
IPR006032	Ribosomal protein S12/S23
IPR005679	Ribosomal protein S12, bacterial-type
IPR006032	Ribosomal protein S12/S23
IPR006032	Ribosomal protein S12/S23
IPR006032	Ribosomal protein S12/S23
IPR006032	Ribosomal protein S12/S23
IPR006032	Ribosomal protein S12/S23
IPR006032	Ribosomal protein S12/S23
IPR006032	Ribosomal protein S12/S23
IPR008195	Ribosomal protein L34Ae
IPR008195	Ribosomal protein L34Ae
IPR008195	Ribosomal protein L34Ae
IPR008195	Ribosomal protein L34Ae
IPR008195	Ribosomal protein L34Ae
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR001130	TatD family
IPR000054	Ribosomal protein L31e
IPR001000	Glycoside hydrolase family 10 domain
IPR001000	Glycoside hydrolase family 10 domain
IPR003305	Carbohydrate-binding, CenC-like
IPR003305	Carbohydrate-binding, CenC-like
IPR006121	Heavy metal-associated domain, HMA
IPR006121	Heavy metal-associated domain, HMA
IPR006121	Heavy metal-associated domain, HMA
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR002902	Gnk2-homologous domain
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR009768	Microtubule-associated protein 70
IPR007789	Protein of unknown function DUF688
IPR007789	Protein of unknown function DUF688
IPR007789	Protein of unknown function DUF688
IPR007789	Protein of unknown function DUF688
IPR000089	Biotin/lipoyl attachment
IPR008380	HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase
IPR008380	HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase
IPR024298	Ancestral coatomer element 1, Sec16/Sec31
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR017986	WD40-repeat-containing domain
IPR001680	WD40 repeat
IPR003863	Protein of unknown function DUF220
IPR005491	ENT domain
IPR005491	ENT domain
IPR003441	NAC domain
IPR003441	NAC domain
IPR013216	Methyltransferase type 11
IPR013216	Methyltransferase type 11
IPR004331	SPX domain
IPR004342	EXS, C-terminal
IPR004331	SPX domain
IPR004342	EXS, C-terminal
IPR006461	PLAC8 motif-containing protein
IPR006461	PLAC8 motif-containing protein
IPR006016	UspA
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR006689	Small GTPase superfamily, ARF/SAR type
IPR006689	Small GTPase superfamily, ARF/SAR type
IPR006689	Small GTPase superfamily, ARF/SAR type
IPR006689	Small GTPase superfamily, ARF/SAR type
IPR006689	Small GTPase superfamily, ARF/SAR type
IPR006687	Small GTPase superfamily, SAR1-type
IPR006689	Small GTPase superfamily, ARF/SAR type
IPR005225	Small GTP-binding protein domain
IPR004895	Prenylated rab acceptor PRA1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1

IPR030397	SEPARIN core domain
IPR000048	IQ motif, EF-hand binding site
IPR004009	Myosin, N-terminal, SH3-like
IPR000048	IQ motif, EF-hand binding site
IPR001609	Myosin head, motor domain
IPR001609	Myosin head, motor domain
IPR000048	IQ motif, EF-hand binding site
IPR000048	IQ motif, EF-hand binding site
IPR001609	Myosin head, motor domain
IPR001609	Myosin head, motor domain
IPR001609	Myosin head, motor domain
IPR001609	Myosin head, motor domain
IPR001609	Myosin head, motor domain
IPR000048	IQ motif, EF-hand binding site
IPR000109	Proton-dependent oligopeptide transporter family
IPR040911	Exostosin, GT47 domain
IPR022087	Protein DA1-like
IPR006566	FBD domain
IPR001810	F-box domain
IPR001810	F-box domain
IPR004864	Late embryogenesis abundant protein, LEA_2 subgroup
IPR004963	Pectinacetylesterase/NOTUM
IPR019446	Domain of unknown function DUF2431
IPR005019	Methyladenine glycosylase

IPR007197	Radical SAM
IPR027492	Dual-specificity RNA methyltransferase RlmN
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR003657	WRKY domain
IPR003657	WRKY domain

IPR005225	Small GTP-binding protein domain
IPR001806	Small GTPase





IPR001932	PPM-type phosphatase domain
IPR001932	PPM-type phosphatase domain
IPR003480	Transferase
IPR000008	C2 domain
IPR000008	C2 domain
IPR019313	Mediator complex, subunit Med17
IPR003439	ABC transporter-like
IPR027450	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
IPR005123	Oxoglutarate/iron-dependent dioxygenase
IPR000048	IQ motif, EF-hand binding site
IPR000048	IQ motif, EF-hand binding site
IPR000048	IQ motif, EF-hand binding site
IPR025064	Domain of unknown function DUF4005
IPR000048	IQ motif, EF-hand binding site
IPR001580	Calreticulin/calnexin
IPR001580	Calreticulin/calnexin
IPR001580	Calreticulin/calnexin
IPR001580	Calreticulin/calnexin
IPR001580	Calreticulin/calnexin
IPR001580	Calreticulin/calnexin
IPR001580	Calreticulin/calnexin
IPR001580	Calreticulin/calnexin
IPR006734	Protein of unknown function DUF597
IPR006288	Transcription factor S
IPR001222	Zinc finger, TFIIS-type
IPR001222	Zinc finger, TFIIS-type
IPR001529	DNA-directed RNA polymerase, M/15kDa subunit
IPR004274	FCP1 homology domain
IPR004274	FCP1 homology domain
IPR005177	Bifunctional kinase-pyrophosphorylase
IPR021133	HEAT, type 2
IPR015016	Splicing factor 3B subunit 1
IPR009719	GBF-interacting protein 1
IPR001750	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit
IPR010096	NAD(P)H-quinone oxidoreductase, subunit N/subunit 2
IPR001750	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit
IPR010096	NAD(P)H-quinone oxidoreductase, subunit N/subunit 2
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
IPR006139	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR010585	DNA repair protein XRCC4
IPR000894	Ribulose bisphosphate carboxylase small chain, domain
IPR024681	Ribulose bisphosphate carboxylase, small chain
IPR024681	Ribulose bisphosphate carboxylase, small chain
IPR024681	Ribulose bisphosphate carboxylase, small chain
IPR024681	Ribulose bisphosphate carboxylase, small chain
IPR024680	Ribulose-1,5-bisphosphate carboxylase small subunit, N-terminal
IPR006876	LMBR1-like membrane protein
IPR006876	LMBR1-like membrane protein
IPR001810	F-box domain
IPR001810	F-box domain
IPR006652	Kelch repeat type 1
IPR015866	Serine-tRNA synthetase, type1, N-terminal
IPR002317	Serine-tRNA ligase, type1
IPR002317	Serine-tRNA ligase, type1
IPR002317	Serine-tRNA ligase, type1
IPR002317	Serine-tRNA ligase, type1
IPR002317	Serine-tRNA ligase, type1
IPR000626	Ubiquitin-like domain
IPR002314	Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)
IPR006195	Aminoacyl-tRNA synthetase, class II
IPR002317	Serine-tRNA ligase, type1
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR013026	Tetratricopeptide repeat-containing domain
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat


IPR019734	Tetratricopeptide repeat
IPR041617	MalT-like TPR region
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR014720	Double-stranded RNA-binding domain

IPR011074	CRAL/TRIO, N-terminal domain
IPR001251	CRAL-TRIO lipid binding domain
IPR009038	GOLD domain
IPR001251	CRAL-TRIO lipid binding domain
IPR018451	NAF/FISL domain
IPR000719	Protein kinase domain
IPR004041	NAF domain
IPR000719	Protein kinase domain
IPR041608	Embryo surrounding factor 1, brassicaceae
IPR019370	E2F-associated phosphoprotein
IPR025486	Domain of unknown function DUF4378
IPR010402	CCT domain
IPR010402	CCT domain
IPR000315	B-box-type zinc finger
IPR002068	Alpha crystallin/Hsp20 domain
IPR002068	Alpha crystallin/Hsp20 domain
IPR003441	NAC domain
IPR003441	NAC domain
IPR003377	Cornichon
IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase
IPR002657	Bile acid:sodium symporter/arsenical resistance protein  Acr3
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR002020	Citrate synthase
IPR002020	Citrate synthase
IPR002020	Citrate synthase
IPR002020	Citrate synthase
IPR002020	Citrate synthase
IPR002020	Citrate synthase
IPR002020	Citrate synthase
IPR010109	Citrate synthase, eukaryotic-type
IPR000644	CBS domain
IPR000644	CBS domain
IPR000644	CBS domain
IPR000644	CBS domain
IPR000644	CBS domain
IPR000270	PB1 domain
IPR000270	PB1 domain
IPR000644	CBS domain
IPR000644	CBS domain
IPR000644	CBS domain
IPR001258	NHL repeat
IPR003750	Putative RNA methyltransferase
IPR007650	Zf-FLZ domain
IPR007650	Zf-FLZ domain
IPR010369	Protein of unknown function DUF966
IPR010369	Protein of unknown function DUF966
IPR001810	F-box domain
IPR001810	F-box domain
IPR000387	Tyrosine specific protein phosphatases domain
IPR000340	Dual specificity phosphatase, catalytic domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR013201	Cathepsin propeptide inhibitor domain (I29)
IPR000668	Peptidase C1A, papain C-terminal
IPR000668	Peptidase C1A, papain C-terminal
IPR000668	Peptidase C1A, papain C-terminal
IPR000668	Peptidase C1A, papain C-terminal
IPR017930	Myb domain
IPR001005	SANT/Myb domain
IPR006447	Myb domain, plants
IPR006527	F-box associated domain, type 1
IPR017451	F-box associated interaction domain

IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR000722	RNA polymerase, alpha subunit
IPR000722	RNA polymerase, alpha subunit
IPR007080	RNA polymerase Rpb1, domain 1
IPR009721	O-acyltransferase WSD1, C-terminal
IPR004255	O-acyltransferase, WSD1, N-terminal
IPR000555	JAB1/MPN/MOV34 metalloenzyme domain
IPR037518	MPN domain
IPR007378	Tic22-like
IPR013057	Amino acid transporter, transmembrane domain
IPR003340	B3 DNA binding domain
IPR010525	Auxin response factor
IPR003340	B3 DNA binding domain
IPR014892	Replication protein A, C-terminal
IPR004365	OB-fold nucleic acid binding domain, AA-tRNA synthetase-type
IPR012946	X8 domain
IPR000490	Glycoside hydrolase family 17
IPR000719	Protein kinase domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR000719	Protein kinase domain
IPR001269	tRNA-dihydrouridine synthase
IPR012386	2',3'-cyclic-nucleotide 3'-phosphodiesterase
IPR021148	Polysaccharide biosynthesis domain
IPR006514	IRX15/IRX15L/IGXM
IPR003441	NAC domain
IPR003441	NAC domain
IPR004579	ERCC1/RAD10/SWI10 family

IPR004579	ERCC1/RAD10/SWI10 family
IPR000407	Nucleoside phosphatase GDA1/CD39
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein
IPR000425	Major intrinsic protein

IPR005484	Ribosomal protein L18
IPR004389	Ribosomal protein L18, bacterial-type
IPR014731	Electron transfer flavoprotein, alpha subunit, C-terminal
IPR014730	Electron transfer flavoprotein, alpha/beta-subunit, N-terminal




IPR001841	Zinc finger, RING-type
IPR002035	von Willebrand factor, type A
IPR001841	Zinc finger, RING-type
IPR032838	VWA-Hint protein, Vwaint domain
IPR002035	von Willebrand factor, type A
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR000922	D-galactoside/L-rhamnose binding SUEL lectin domain
IPR000922	D-galactoside/L-rhamnose binding SUEL lectin domain
IPR000683	Oxidoreductase, N-terminal
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR001810	F-box domain
IPR001810	F-box domain
IPR000891	Pyruvate carboxyltransferase
IPR000891	Pyruvate carboxyltransferase
IPR002528	Multi antimicrobial extrusion protein
IPR002528	Multi antimicrobial extrusion protein
IPR002528	Multi antimicrobial extrusion protein
IPR007320	Programmed cell death protein 2, C-terminal


IPR017926	Glutamine amidotransferase



IPR006221	Anthranilate synthase/para-aminobenzoate synthase like domain
IPR017926	Glutamine amidotransferase





IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
